"","Year","City","Sport","Event","Height","Weight","Age"
"4050",1996,"Atlanta","Baseball","Baseball Men's Baseball",180.627862615417,81.4942349044595,25.0875
"4051",1996,"Atlanta","Basketball","Basketball Men's Basketball",199.198581560284,98.1746191615259,26.4964539007092
"4052",1996,"Atlanta","Basketball","Basketball Women's Basketball",182.352155307379,72.5560604975739,25.4965034965035
"4053",1996,"Atlanta","Beach Volleyball","Beach Volleyball Men's Beach Volleyball",186.409759468911,82.6928261478192,28.6875
"4054",1996,"Atlanta","Beach Volleyball","Beach Volleyball Women's Beach Volleyball",175.88685428244,66.2150403554066,28.9444444444444
"4055",1996,"Atlanta","Boxing","Boxing Men's Bantamweight",168.677419354839,54.6129032258064,23.6451612903226
"4056",1996,"Atlanta","Boxing","Boxing Men's Featherweight",169.096774193548,57.7741935483871,22.4516129032258
"4057",1996,"Atlanta","Boxing","Boxing Men's Flyweight",162.819691051136,51,23.8125
"4058",1996,"Atlanta","Boxing","Boxing Men's Heavyweight",184.628125,90.6666666666667,23.375
"4059",1996,"Atlanta","Boxing","Boxing Men's Light-Flyweight",163.063100830868,48.4,23.1
"4060",1996,"Atlanta","Boxing","Boxing Men's Light-Heavyweight",184.065793676142,81.3548387096774,23.7741935483871
"4061",1996,"Atlanta","Boxing","Boxing Men's Light-Middleweight",176.96148620361,72.0954301075269,24.6774193548387
"4062",1996,"Atlanta","Boxing","Boxing Men's Light-Welterweight",173.547762784091,64.09375,22.84375
"4063",1996,"Atlanta","Boxing","Boxing Men's Lightweight",170.982987896429,60.9676554913628,23.5483870967742
"4064",1996,"Atlanta","Boxing","Boxing Men's Middleweight",179.003370245546,75.0652406833821,24.7096774193548
"4065",1996,"Atlanta","Boxing","Boxing Men's Super-Heavyweight",189.742340926944,99.979685599232,24.0526315789474
"4066",1996,"Atlanta","Boxing","Boxing Men's Welterweight",175.676174496644,67.53125,22.9375
"4067",1996,"Atlanta","Canoeing","Canoeing Men's Canadian Doubles, 1,000 metres",179.183404595681,78.5633964256994,25.7941176470588
"4068",1996,"Atlanta","Canoeing","Canoeing Men's Canadian Doubles, 500 metres",178.736638894534,78.8108066023046,24.9736842105263
"4069",1996,"Atlanta","Canoeing","Canoeing Men's Canadian Doubles, Slalom",177.22956343854,71.9543957026361,27.3
"4070",1996,"Atlanta","Canoeing","Canoeing Men's Canadian Singles, 1,000 metres",181.055555555556,81.1666666666667,26.7222222222222
"4071",1996,"Atlanta","Canoeing","Canoeing Men's Canadian Singles, 500 metres",183.294117647059,85.0588235294118,25.5294117647059
"4072",1996,"Atlanta","Canoeing","Canoeing Men's Canadian Singles, Slalom",179.766666666667,73.2666666666667,24.3
"4073",1996,"Atlanta","Canoeing","Canoeing Men's Kayak Doubles, 1,000 metres",183.801807786512,83.3302023351226,24.9567810670608
"4074",1996,"Atlanta","Canoeing","Canoeing Men's Kayak Doubles, 500 metres",183.668788819876,83.8259328956756,24.695652173913
"4075",1996,"Atlanta","Canoeing","Canoeing Men's Kayak Fours, 1,000 metres",186.625,85.890625,25.390625
"4076",1996,"Atlanta","Canoeing","Canoeing Men's Kayak Singles, 1,000 metres",184.826086956522,81.8913043478261,25.8695652173913
"4077",1996,"Atlanta","Canoeing","Canoeing Men's Kayak Singles, 500 metres",185.384615384615,84.9807692307692,25
"4078",1996,"Atlanta","Canoeing","Canoeing Men's Kayak Singles, Slalom",177.681818181818,73.1363636363636,26
"4079",1996,"Atlanta","Canoeing","Canoeing Women's Kayak Doubles, 500 metres",171.652304719852,67.1636095294552,25.75
"4080",1996,"Atlanta","Canoeing","Canoeing Women's Kayak Fours, 500 metres",172.354140999042,67.9517888581775,24.65625
"4081",1996,"Atlanta","Canoeing","Canoeing Women's Kayak Singles, 500 metres",172.61705710654,67.3252922039826,25.7826086956522
"4082",1996,"Atlanta","Canoeing","Canoeing Women's Kayak Singles, Slalom",167.174180648569,60.3373397476216,27.2333333333333
"4083",1996,"Atlanta","Cycling","Cycling Men's 1,000 metres Time Trial",181.5,83.85,25.2
"4084",1996,"Atlanta","Cycling","Cycling Men's Individual Pursuit, 4,000 metres",181.75006604836,74.9454343947796,26.1666666666667
"4085",1996,"Atlanta","Cycling","Cycling Men's Individual Time Trial",179.030235162374,70.0074614890886,27.6315789473684
"4086",1996,"Atlanta","Cycling","Cycling Men's Mountainbike, Cross-Country",176.380017376474,67.6175740012163,28.0697674418605
"4087",1996,"Atlanta","Cycling","Cycling Men's Points Race",177.79103343465,71.2601263066202,26.4642857142857
"4088",1996,"Atlanta","Cycling","Cycling Men's Road Race, Individual",178.510741915614,70.2765410088868,26.224043715847
"4089",1996,"Atlanta","Cycling","Cycling Men's Sprint",179.333333333333,85.2083333333333,24.25
"4090",1996,"Atlanta","Cycling","Cycling Men's Team Pursuit, 4,000 metres",180.511510271735,73.6394560231124,23.4571428571429
"4091",1996,"Atlanta","Cycling","Cycling Women's Individual Pursuit, 3,000 metres",169,60.9166666666667,27
"4092",1996,"Atlanta","Cycling","Cycling Women's Individual Time Trial",171.421955085685,61.3989531088602,28.1666666666667
"4093",1996,"Atlanta","Cycling","Cycling Women's Mountainbike, Cross-Country",168.304213220741,57.3781714309057,27.6551724137931
"4094",1996,"Atlanta","Cycling","Cycling Women's Points Race",170.12040833426,63.7909756516137,26.3478260869565
"4095",1996,"Atlanta","Cycling","Cycling Women's Road Race, Individual",171.05792544936,60.8438392277859,26.3275862068966
"4096",1996,"Atlanta","Cycling","Cycling Women's Sprint",169.202346445825,68.2383648261157,26.2142857142857
"4097",1996,"Atlanta","Diving","Diving Men's Platform",172.640156498759,67.1809445773918,21.7297297297297
"4098",1996,"Atlanta","Diving","Diving Men's Springboard",172.78500751403,69.9840736735694,23.2564102564103
"4099",1996,"Atlanta","Diving","Diving Women's Platform",163.248834128878,54.3334018006454,19.969696969697
"4100",1996,"Atlanta","Diving","Diving Women's Springboard",164.791775359025,55.9737280585011,21.3
"4101",1996,"Atlanta","Equestrianism","Equestrianism Mixed Dressage, Individual",174.106140849235,67.3332911587416,37.5102040816327
"4102",1996,"Atlanta","Equestrianism","Equestrianism Mixed Dressage, Team",174.172815744458,67.311924881371,37.8205128205128
"4103",1996,"Atlanta","Equestrianism","Equestrianism Mixed Jumping, Individual",175.828637724448,71.0451091198878,33.9634146341463
"4104",1996,"Atlanta","Equestrianism","Equestrianism Mixed Jumping, Team",175.729069767577,71.117026433505,34.36
"4105",1996,"Atlanta","Equestrianism","Equestrianism Mixed Three-Day Event, Individual",174.938758290579,68.4701934541368,33.1142857142857
"4106",1996,"Atlanta","Equestrianism","Equestrianism Mixed Three-Day Event, Team",175.829779408731,67.5628375495708,33.6031746031746
"4107",1996,"Atlanta","Fencing","Fencing Men's epee, Individual",183.492847668384,79.0362098173743,28.6888888888889
"4108",1996,"Atlanta","Fencing","Fencing Men's epee, Team",184.565246820523,80.2335388694767,29.2424242424242
"4109",1996,"Atlanta","Fencing","Fencing Men's Foil, Individual",180.372477493836,76.0887722886536,25.7333333333333
"4110",1996,"Atlanta","Fencing","Fencing Men's Foil, Team",181.155309433029,77.1820242198943,25.8529411764706
"4111",1996,"Atlanta","Fencing","Fencing Men's Sabre, Individual",179.66469204369,77.0926507659202,26.8372093023256
"4112",1996,"Atlanta","Fencing","Fencing Men's Sabre, Team",179.823075176016,77.3712147580926,27.7941176470588
"4113",1996,"Atlanta","Fencing","Fencing Women's epee, Individual",172.870972028988,62.9055715038133,27
"4114",1996,"Atlanta","Fencing","Fencing Women's epee, Team",171.636363636364,60.0909090909091,26.9393939393939
"4115",1996,"Atlanta","Fencing","Fencing Women's Foil, Individual",170.295682091573,61.2469748209733,25.5
"4116",1996,"Atlanta","Fencing","Fencing Women's Foil, Team",169.86226641082,60.5724136081923,25.0606060606061
"4117",1996,"Atlanta","Football","Football Men's Football",178.675286603152,74.1670557163153,22.1590909090909
"4118",1996,"Atlanta","Football","Football Women's Football",169.793387480221,62.6334751349457,24.9435483870968
"4119",1996,"Atlanta","Gymnastics","Gymnastics Men's Floor Exercise",167.49884305875,63.4245734701192,22.7383177570093
"4120",1996,"Atlanta","Gymnastics","Gymnastics Men's Horizontal Bar",167.892397772124,63.8626016444542,22.7047619047619
"4121",1996,"Atlanta","Gymnastics","Gymnastics Men's Horse Vault",167.57955710009,63.5256791989305,22.7047619047619
"4122",1996,"Atlanta","Gymnastics","Gymnastics Men's Individual All-Around",167.695994490403,63.6114584078325,22.7387387387387
"4123",1996,"Atlanta","Gymnastics","Gymnastics Men's Parallel Bars",167.823164041837,63.7723762572586,22.688679245283
"4124",1996,"Atlanta","Gymnastics","Gymnastics Men's Pommelled Horse",167.772694734479,63.6758951136138,22.7254901960784
"4125",1996,"Atlanta","Gymnastics","Gymnastics Men's Rings",167.582043973319,63.7082354136306,22.8039215686275
"4126",1996,"Atlanta","Gymnastics","Gymnastics Men's Team All-Around",167.735378076828,63.4998628314483,22.9277108433735
"4127",1996,"Atlanta","Gymnastics","Gymnastics Women's Balance Beam",154.868851523279,46.6352121910115,16.78125
"4128",1996,"Atlanta","Gymnastics","Gymnastics Women's Floor Exercise",155.246522776206,46.9831903470606,16.875
"4129",1996,"Atlanta","Gymnastics","Gymnastics Women's Horse Vault",154.739992611955,46.420148476688,16.7835051546392
"4130",1996,"Atlanta","Gymnastics","Gymnastics Women's Individual All-Around",154.692058919198,46.3465359363602,16.7714285714286
"4131",1996,"Atlanta","Gymnastics","Gymnastics Women's Team All-Around",153.77654168663,45.281647783863,16.7590361445783
"4132",1996,"Atlanta","Gymnastics","Gymnastics Women's Uneven Bars",154.316518875372,45.8436332593299,16.7676767676768
"4133",1996,"Atlanta","Handball","Handball Men's Handball",188.237083703685,88.373325925129,26.8901098901099
"4134",1996,"Atlanta","Handball","Handball Women's Handball",175.130916204092,68.66438381698,25.4661016949153
"4135",1996,"Atlanta","Hockey","Hockey Men's Hockey",177.275192973466,74.3199281981448,25.3854166666667
"4136",1996,"Atlanta","Hockey","Hockey Women's Hockey",168.011498655917,62.2196912526142,25.4453125
"4137",1996,"Atlanta","Judo","Judo Men's Extra-Lightweight",167.738034883885,63.80531450053,24
"4138",1996,"Atlanta","Judo","Judo Men's Half-Heavyweight",183.351095246049,92.3322420809232,25.78125
"4139",1996,"Atlanta","Judo","Judo Men's Half-Lightweight",172.06837806291,68.1845214751002,25.2
"4140",1996,"Atlanta","Judo","Judo Men's Half-Middleweight",177.142952296114,77.1354186283769,24.0294117647059
"4141",1996,"Atlanta","Judo","Judo Men's Heavyweight",185.639680681379,99.4820605629377,26.2727272727273
"4142",1996,"Atlanta","Judo","Judo Men's Lightweight",174.011419659656,71.460107294942,25.3142857142857
"4143",1996,"Atlanta","Judo","Judo Men's Middleweight",180.465121103952,83.3568819217446,24.2727272727273
"4144",1996,"Atlanta","Judo","Judo Women's Extra-Lightweight",158.983674012366,53.6611375248237,23.0869565217391
"4145",1996,"Atlanta","Judo","Judo Women's Half-Heavyweight",171.876754661522,71.9495590216607,24
"4146",1996,"Atlanta","Judo","Judo Women's Half-Lightweight",162.874513317693,55.4024169649828,25.2857142857143
"4147",1996,"Atlanta","Judo","Judo Women's Half-Middleweight",167.106297796086,63.9511024097848,24.9166666666667
"4148",1996,"Atlanta","Judo","Judo Women's Heavyweight",174.17674435674,91.8948934382039,25.35
"4149",1996,"Atlanta","Judo","Judo Women's Lightweight",164.270652401332,59.4383830331164,23.4090909090909
"4150",1996,"Atlanta","Judo","Judo Women's Middleweight",171.87231133153,68.0631727005871,23.85
"4151",1996,"Atlanta","Modern Pentathlon","Modern Pentathlon Men's Individual",178.962938454769,72.3344347489986,27.46875
"4152",1996,"Atlanta","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Group",166.949460734663,47.5243627636698,16.9811320754717
"4153",1996,"Atlanta","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Individual",168.771352108255,48.597586928674,18.5675675675676
"4154",1996,"Atlanta","Rowing","Rowing Men's Coxed Eights",189.571081984839,87.1723432231727,26.0777777777778
"4155",1996,"Atlanta","Rowing","Rowing Men's Coxless Fours",191.507631853934,89.9414948052971,26.0178571428571
"4156",1996,"Atlanta","Rowing","Rowing Men's Coxless Pairs",188.708563654914,87.0938374993424,25.8055555555556
"4157",1996,"Atlanta","Rowing","Rowing Men's Double Sculls",189.09865032921,87.6367766741331,25.6410256410256
"4158",1996,"Atlanta","Rowing","Rowing Men's Lightweight Coxless Fours",181.784125769828,72.0083078016161,26.6470588235294
"4159",1996,"Atlanta","Rowing","Rowing Men's Lightweight Double Sculls",181.435281787349,72.6121705664554,26.1578947368421
"4160",1996,"Atlanta","Rowing","Rowing Men's Quadruple Sculls",188.805355393556,88.30001576778,24.8771929824561
"4161",1996,"Atlanta","Rowing","Rowing Men's Single Sculls",188.209613067462,88.7453336468744,25.4285714285714
"4162",1996,"Atlanta","Rowing","Rowing Women's Coxed Eights",178.490004947985,72.1403858678361,26.5138888888889
"4163",1996,"Atlanta","Rowing","Rowing Women's Coxless Pairs",179.452425655732,72.7420519640851,24.6538461538462
"4164",1996,"Atlanta","Rowing","Rowing Women's Double Sculls",176.668980563771,71.0592824653257,24.8571428571429
"4165",1996,"Atlanta","Rowing","Rowing Women's Lightweight Double Sculls",173.064241238209,62.2580975903884,25.9090909090909
"4166",1996,"Atlanta","Rowing","Rowing Women's Quadruple Sculls",179.63644860114,73.3634722518746,25.175
"4167",1996,"Atlanta","Rowing","Rowing Women's Single Sculls",178.011823333985,73.3433827811847,26.4117647058824
"4168",1996,"Atlanta","Sailing","Sailing Men's One Person Dinghy",183.863772614812,89.2039484478739,30.4516129032258
"4169",1996,"Atlanta","Sailing","Sailing Men's Two Person Dinghy",177.555832831579,68.5160436805761,27.1944444444444
"4170",1996,"Atlanta","Sailing","Sailing Men's Windsurfer",176.076313977219,68.9474202467129,24.9347826086957
"4171",1996,"Atlanta","Sailing","Sailing Mixed Multihull",180.106896774085,73.6711619657002,29.7894736842105
"4172",1996,"Atlanta","Sailing","Sailing Mixed One Person Dinghy",177.931554036701,75.0619905155707,27.0892857142857
"4173",1996,"Atlanta","Sailing","Sailing Mixed Three Person Keelboat",181.005630459148,86.4421199553633,32.530303030303
"4174",1996,"Atlanta","Sailing","Sailing Mixed Two Person Keelboat",183.877185580327,92.244757310011,34.56
"4175",1996,"Atlanta","Sailing","Sailing Women's One Person Dinghy",168.679238999662,63.9671668902909,24.75
"4176",1996,"Atlanta","Sailing","Sailing Women's Two Person Dinghy",170.668884127189,62.7943748417189,26.2727272727273
"4177",1996,"Atlanta","Sailing","Sailing Women's Windsurfer",169.665243068299,61.1564381780407,27.1111111111111
"4178",1996,"Atlanta","Shooting","Shooting Men's Air Pistol, 10 metres",175.335971643515,76.4442778593883,33.48
"4179",1996,"Atlanta","Shooting","Shooting Men's Air Rifle, 10 metres",175.913578176581,74.6336402200276,30.2727272727273
"4180",1996,"Atlanta","Shooting","Shooting Men's Double Trap",178.554606752113,86.8452317354811,34.6
"4181",1996,"Atlanta","Shooting","Shooting Men's Free Pistol, 50 metres",175.487546998805,76.3969549635537,33.2888888888889
"4182",1996,"Atlanta","Shooting","Shooting Men's Rapid-Fire Pistol, 25 metres",174.973411786715,77.1811440810653,32.6521739130435
"4183",1996,"Atlanta","Shooting","Shooting Men's Running Target, 10 metres",177.210555844403,77.9372989522298,27.55
"4184",1996,"Atlanta","Shooting","Shooting Men's Skeet",176.963995956846,82.4704997194025,32.4074074074074
"4185",1996,"Atlanta","Shooting","Shooting Men's Small-Bore Rifle, Prone, 50 metres",177.678123971737,75.3174493295249,32.0576923076923
"4186",1996,"Atlanta","Shooting","Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",177.570370651879,76.5653372427462,31.0888888888889
"4187",1996,"Atlanta","Shooting","Shooting Men's Trap",178.710611494157,85.6193309781837,34.2413793103448
"4188",1996,"Atlanta","Shooting","Shooting Women's Air Pistol, 10 metres",167.339983660802,62.7949955866079,28.219512195122
"4189",1996,"Atlanta","Shooting","Shooting Women's Air Rifle, 10 metres",165.503736281479,58.2636151818004,26.3469387755102
"4190",1996,"Atlanta","Shooting","Shooting Women's Double Trap",167.79762964521,65.7829450897978,29.1904761904762
"4191",1996,"Atlanta","Shooting","Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",165.187878176858,58.5001546360553,27.4736842105263
