"","Year","City","Sport","Event","Height","Weight","Age"
"4272",1998,"Nagano","Alpine Skiing","Alpine Skiing Men's Super G",177.951490491102,82.9700018594476,25.8444444444444
"4273",1998,"Nagano","Alpine Skiing","Alpine Skiing Women's Combined",170.087173156541,67.7812828247441,21.9310344827586
"4274",1998,"Nagano","Alpine Skiing","Alpine Skiing Women's Downhill",169.236583184258,66.8486135957066,23.4102564102564
"4275",1998,"Nagano","Alpine Skiing","Alpine Skiing Women's Giant Slalom",168.172379858708,64.8100861646724,22.6071428571429
"4276",1998,"Nagano","Alpine Skiing","Alpine Skiing Women's Slalom",169.250123504511,65.6641418977659,22.4912280701754
"4277",1998,"Nagano","Alpine Skiing","Alpine Skiing Women's Super G",168.929651989268,66.5108493814953,22.906976744186
"4278",1998,"Nagano","Biathlon","Biathlon Men's 10 kilometres Sprint",179.150684931507,73.0890410958904,26.8082191780822
"4279",1998,"Nagano","Biathlon","Biathlon Men's 20 kilometres",179,72.7916666666667,26.9166666666667
"4280",1998,"Nagano","Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay",179.305555555556,73.2430555555556,26.9166666666667
"4281",1998,"Nagano","Biathlon","Biathlon Women's 15 kilometres",166.953125,57.859375,24.78125
"4282",1998,"Nagano","Biathlon","Biathlon Women's 4 x 7.5 kilometres Relay",166.691176470588,58.3088235294118,24.2205882352941
"4283",1998,"Nagano","Biathlon","Biathlon Women's 7.5 kilometres Sprint",167.03125,57.875,24.890625
"4284",1998,"Nagano","Bobsleigh","Bobsleigh Men's Four",183.198085254231,92.5243398197126,28.6647909019402
"4285",1998,"Nagano","Bobsleigh","Bobsleigh Men's Two",182.736562046726,93.5203722713439,29.3696478348467
"4286",1998,"Nagano","Cross Country Skiing","Cross Country Skiing Men's 10 kilometres",178.586864117554,72.2003377360526,26.5104166666667
"4287",1998,"Nagano","Cross Country Skiing","Cross Country Skiing Men's 10/15 kilometres Pursuit",178.378119760681,72.0879943613658,26.2191780821918
"4288",1998,"Nagano","Cross Country Skiing","Cross Country Skiing Men's 30 kilometres",179.219756937038,72.8792054701367,26.8169014084507
"4289",1998,"Nagano","Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay",178.392405063291,71.6582278481013,26.5696202531646
"4290",1998,"Nagano","Cross Country Skiing","Cross Country Skiing Men's 50 kilometres",177.764901926077,71.735453897023,26.3243243243243
"4291",1998,"Nagano","Cross Country Skiing","Cross Country Skiing Women's 15 kilometres",167.538134085403,57.7315121941867,26.0153846153846
"4292",1998,"Nagano","Cross Country Skiing","Cross Country Skiing Women's 30 kilometres",167.446718393338,57.5828955858226,25.9047619047619
"4293",1998,"Nagano","Cross Country Skiing","Cross Country Skiing Women's 4 x 5 kilometres Relay",166.859375,57.328125,26.203125
"4294",1998,"Nagano","Cross Country Skiing","Cross Country Skiing Women's 5 kilometres",167.607722500245,57.878029199404,25.8987341772152
"4295",1998,"Nagano","Cross Country Skiing","Cross Country Skiing Women's 5/10 kilometres Pursuit",167.264155712841,57.3782018874284,26.1014492753623
"4296",1998,"Nagano","Curling","Curling Men's Curling",181,80.65,31.325
"4297",1998,"Nagano","Curling","Curling Women's Curling",168.35,64.775,29.825
"4298",1998,"Nagano","Figure Skating","Figure Skating Men's Singles",173.413793103448,65.7586206896552,22.2413793103448
"4299",1998,"Nagano","Figure Skating","Figure Skating Mixed Ice Dancing",171.87370414673,61.6891291469194,24.3333333333333
"4300",1998,"Nagano","Figure Skating","Figure Skating Mixed Pairs",166.35,60.6769549763033,23.8
"4301",1998,"Nagano","Figure Skating","Figure Skating Women's Singles",161.928571428571,51.2857142857143,20.0714285714286
"4302",1998,"Nagano","Freestyle Skiing","Freestyle Skiing Men's Aerials",174.28,71.48,24.32
"4303",1998,"Nagano","Freestyle Skiing","Freestyle Skiing Men's Moguls",174.878787878788,73.3636363636364,22.969696969697
"4304",1998,"Nagano","Freestyle Skiing","Freestyle Skiing Women's Aerials",162.916666666667,56.7916666666667,23.4583333333333
"4305",1998,"Nagano","Freestyle Skiing","Freestyle Skiing Women's Moguls",165.714285714286,57.5714285714286,24.7857142857143
"4306",1998,"Nagano","Ice Hockey","Ice Hockey Men's Ice Hockey",183.343137254902,87.8970588235294,27.5196078431373
"4307",1998,"Nagano","Ice Hockey","Ice Hockey Women's Ice Hockey",166.466666666667,64.4625,24.0333333333333
"4308",1998,"Nagano","Luge","Luge Men's Singles",179.382352941176,84.8529411764706,24.4117647058824
"4309",1998,"Nagano","Luge","Luge Mixed (Men)'s Doubles",180.705882352941,82.5,24.9411764705882
"4310",1998,"Nagano","Luge","Luge Women's Singles",169.724137931034,67.9655172413793,26.1724137931034
"4311",1998,"Nagano","Nordic Combined","Nordic Combined Men's Individual",177.145833333333,66.03125,22.8541666666667
"4312",1998,"Nagano","Nordic Combined","Nordic Combined Men's Team",177.045454545455,65.9659090909091,22.9090909090909
"4313",1998,"Nagano","Short Track Speed Skating","Short Track Speed Skating Men's 1,000 metres",175.233075933076,71.6270216962525,21.7
"4314",1998,"Nagano","Short Track Speed Skating","Short Track Speed Skating Men's 5,000 metres Relay",174.71874276673,71.9860073134466,22.3823529411765
"4315",1998,"Nagano","Short Track Speed Skating","Short Track Speed Skating Men's 500 metres",175.233075933076,72.0603550295858,21.5
"4316",1998,"Nagano","Short Track Speed Skating","Short Track Speed Skating Women's 1,000 metres",164.322331548138,57.5745371254056,21.9354838709677
"4317",1998,"Nagano","Short Track Speed Skating","Short Track Speed Skating Women's 3,000 metres Relay",162.393705393705,56.5094136632598,21.4545454545455
"4318",1998,"Nagano","Short Track Speed Skating","Short Track Speed Skating Women's 500 metres",163.96875,57.25,21.875
"4319",1998,"Nagano","Ski Jumping","Ski Jumping Men's Large Hill, Individual",177.550812701484,63.6469664259195,21.6774193548387
"4320",1998,"Nagano","Ski Jumping","Ski Jumping Men's Large Hill, Team",177.500717127849,63.6873805670403,21.6346153846154
"4321",1998,"Nagano","Ski Jumping","Ski Jumping Men's Normal Hill, Individual",177.498768440418,63.3550965834589,21.8064516129032
"4322",1998,"Nagano","Snowboarding","Snowboarding Men's Giant Slalom",180.823529411765,81.8823529411765,25.0882352941176
"4323",1998,"Nagano","Snowboarding","Snowboarding Men's Halfpipe",174.111111111111,69.2777777777778,21.7777777777778
"4324",1998,"Nagano","Snowboarding","Snowboarding Women's Giant Slalom",168.741935483871,61.258064516129,24
"4325",1998,"Nagano","Snowboarding","Snowboarding Women's Halfpipe",164.192307692308,56.3076923076923,22.9230769230769
"4326",1998,"Nagano","Speed Skating","Speed Skating Men's 1,000 metres",180.624019773059,79.5659792457121,24.093023255814
"4327",1998,"Nagano","Speed Skating","Speed Skating Men's 1,500 metres",181.552239384054,79.2713585502059,24.2954545454545
"4328",1998,"Nagano","Speed Skating","Speed Skating Men's 10,000 metres",182.375,79.6875,25.9375
"4329",1998,"Nagano","Speed Skating","Speed Skating Men's 5,000 metres",181.108302583026,77.8625833951075,25.125
"4330",1998,"Nagano","Speed Skating","Speed Skating Men's 500 metres",180.452380952381,80.1190476190476,24.5714285714286
"4331",1998,"Nagano","Speed Skating","Speed Skating Women's 1,000 metres",167.6,62.95,24.2
"4332",1998,"Nagano","Speed Skating","Speed Skating Women's 1,500 metres",168.635374780285,62.2477525994031,23.9705882352941
"4333",1998,"Nagano","Speed Skating","Speed Skating Women's 3,000 metres",166.438798146119,59.6588254316034,24.4516129032258
"4334",1998,"Nagano","Speed Skating","Speed Skating Women's 5,000 metres",165.666666666667,60.1333333333333,26.1333333333333
"4335",1998,"Nagano","Speed Skating","Speed Skating Women's 500 metres",167.052631578947,62.8157894736842,24.8157894736842
"4336",2000,"Sydney","Archery","Archery Men's Individual",179.192036290323,75.9477370689655,26.6875
"4337",2000,"Sydney","Archery","Archery Men's Team",180.595238095238,76.1666666666667,26.952380952381
"4338",2000,"Sydney","Archery","Archery Women's Individual",167.738381879391,63.6625922340736,26.40625
"4339",2000,"Sydney","Archery","Archery Women's Team",168.416666666667,64.1944444444444,26.1111111111111
"4340",2000,"Sydney","Athletics","Athletics Men's 1,500 metres",177.973577235772,64.4911008569545,24.4390243902439
"4341",2000,"Sydney","Athletics","Athletics Men's 10,000 metres",174.029411764706,58.7058823529412,26.7647058823529
"4342",2000,"Sydney","Athletics","Athletics Men's 100 metres",177.546914588366,73.3871497877501,24.5876288659794
"4343",2000,"Sydney","Athletics","Athletics Men's 110 metres Hurdles",185.127525252525,79.2474271012007,25.6590909090909
"4344",2000,"Sydney","Athletics","Athletics Men's 20 kilometres Walk",174.893617021277,63.5957446808511,27.6595744680851
"4345",2000,"Sydney","Athletics","Athletics Men's 200 metres",180.388059701493,76.1940298507463,24.3582089552239
"4346",2000,"Sydney","Athletics","Athletics Men's 3,000 metres Steeplechase",178.105769230769,63.2638888888889,26.125
"4347",2000,"Sydney","Athletics","Athletics Men's 4 x 100 metres Relay",178.172336960004,73.7541847327251,24.4345238095238
"4348",2000,"Sydney","Athletics","Athletics Men's 4 x 400 metres Relay",181.709388977404,73.8950922472107,24.4868421052632
"4349",2000,"Sydney","Athletics","Athletics Men's 400 metres",182.038020086083,74.0724125093075,24.5882352941176
"4350",2000,"Sydney","Athletics","Athletics Men's 400 metres Hurdles",183.709677419355,75.8870967741936,25.6129032258065
"4351",2000,"Sydney","Athletics","Athletics Men's 5,000 metres",176.856336805556,61.5287769784173,25.1944444444444
"4352",2000,"Sydney","Athletics","Athletics Men's 50 kilometres Walk",177.017857142857,65.5892857142857,30.3392857142857
"4353",2000,"Sydney","Athletics","Athletics Men's 800 metres",180.59741879213,69.5589799635701,24.3114754098361
"4354",2000,"Sydney","Athletics","Athletics Men's Decathlon",188.315789473684,84.9605263157895,27.3157894736842
"4355",2000,"Sydney","Athletics","Athletics Men's Discus Throw",195.4,117.822222222222,29.3111111111111
"4356",2000,"Sydney","Athletics","Athletics Men's Hammer Throw",188.977272727273,112.954545454545,28.0909090909091
"4357",2000,"Sydney","Athletics","Athletics Men's High Jump",192.171428571429,76.9428571428571,25.9142857142857
"4358",2000,"Sydney","Athletics","Athletics Men's Javelin Throw",187.138888888889,95.5833333333333,27.1111111111111
"4359",2000,"Sydney","Athletics","Athletics Men's Long Jump",183.528301886792,76.3018867924528,24.6415094339623
"4360",2000,"Sydney","Athletics","Athletics Men's Marathon",173.396339285714,60.1104424778761,30.02
"4361",2000,"Sydney","Athletics","Athletics Men's Pole Vault",186.194444444444,80.7777777777778,25.9722222222222
"4362",2000,"Sydney","Athletics","Athletics Men's Shot Put",191.675675675676,125.432432432432,27.7837837837838
"4363",2000,"Sydney","Athletics","Athletics Men's Triple Jump",184.5,75.85,26.375
"4364",2000,"Sydney","Athletics","Athletics Women's 1,500 metres",166,52.1666666666667,26.4761904761905
"4365",2000,"Sydney","Athletics","Athletics Women's 10,000 metres",163.341463414634,49.4146341463415,26.780487804878
"4366",2000,"Sydney","Athletics","Athletics Women's 100 metres",166.664551681161,58.8056049943953,24.1428571428571
"4367",2000,"Sydney","Athletics","Athletics Women's 100 metres Hurdles",168.805555555556,60.7601787487587,26.9736842105263
"4368",2000,"Sydney","Athletics","Athletics Women's 20 kilometres Walk",163.614035087719,51.9122807017544,28.0701754385965
"4369",2000,"Sydney","Athletics","Athletics Women's 200 metres",169.149276684628,60.2935581180363,25.8627450980392
"4370",2000,"Sydney","Athletics","Athletics Women's 4 x 100 metres Relay",167.494584206848,59.1344350679794,24.9351851851852
"4371",2000,"Sydney","Athletics","Athletics Women's 4 x 400 metres Relay",170.533912818796,60.3651723485857,24.9139784946237
"4372",2000,"Sydney","Athletics","Athletics Women's 400 metres",170.760009372648,59.0902666102077,23.9473684210526
"4373",2000,"Sydney","Athletics","Athletics Women's 400 metres Hurdles",172.151515151515,60.1212121212121,26.2424242424242
"4374",2000,"Sydney","Athletics","Athletics Women's 5,000 metres",164.489795918367,49.6326530612245,25.9387755102041
"4375",2000,"Sydney","Athletics","Athletics Women's 800 metres",169.055809165772,57.1125787441577,25.0789473684211
"4376",2000,"Sydney","Athletics","Athletics Women's Discus Throw",179.924504950495,88.859375,28.03125
"4377",2000,"Sydney","Athletics","Athletics Women's Hammer Throw",174.321428571429,85.4285714285714,24.7142857142857
"4378",2000,"Sydney","Athletics","Athletics Women's Heptathlon",176.242424242424,64.6666666666667,26.5757575757576
"4379",2000,"Sydney","Athletics","Athletics Women's High Jump",180.078947368421,61.2631578947368,25.6578947368421
"4380",2000,"Sydney","Athletics","Athletics Women's Javelin Throw",173.2,71.8285714285714,27.2857142857143
"4381",2000,"Sydney","Athletics","Athletics Women's Long Jump",173.307692307692,60.0512820512821,26.8205128205128
"4382",2000,"Sydney","Athletics","Athletics Women's Marathon",161.679245283019,48.5471698113208,31.1132075471698
"4383",2000,"Sydney","Athletics","Athletics Women's Pole Vault",171.133333333333,59.8666666666667,24.3666666666667
"4384",2000,"Sydney","Athletics","Athletics Women's Shot Put",180.92,91.56,27.76
"4385",2000,"Sydney","Athletics","Athletics Women's Triple Jump",174.925925925926,61.0740740740741,24.5555555555556
"4386",2000,"Sydney","Badminton","Badminton Men's Doubles",180.045454545455,74.9545454545455,26.6818181818182
"4387",2000,"Sydney","Badminton","Badminton Men's Singles",179.4,72.0571428571429,25.0571428571429
"4388",2000,"Sydney","Badminton","Badminton Mixed Doubles",174.981481481481,68.7777777777778,26.2962962962963
"4389",2000,"Sydney","Badminton","Badminton Women's Doubles",168.442307692308,62.0192307692308,24.8846153846154
"4390",2000,"Sydney","Badminton","Badminton Women's Singles",168.075,60.575,24.5
"4391",2000,"Sydney","Baseball","Baseball Men's Baseball",182.264450639359,85.2459625770681,26.9791666666667
"4392",2000,"Sydney","Basketball","Basketball Men's Basketball",199.493055555556,99.6319444444444,26.875
"4393",2000,"Sydney","Basketball","Basketball Women's Basketball",182.387323943662,73.4647887323944,26.6901408450704
"4394",2000,"Sydney","Beach Volleyball","Beach Volleyball Men's Beach Volleyball",192.875,90.4166666666667,29.875
"4395",2000,"Sydney","Beach Volleyball","Beach Volleyball Women's Beach Volleyball",177.291666666667,67.0208333333333,28.3333333333333
"4396",2000,"Sydney","Boxing","Boxing Men's Bantamweight",167.058521725188,54.2770631267467,22.8214285714286
"4397",2000,"Sydney","Boxing","Boxing Men's Featherweight",170.25,57.2142857142857,23.2142857142857
"4398",2000,"Sydney","Boxing","Boxing Men's Flyweight",164.037037037037,50.8518518518519,23.5555555555556
"4399",2000,"Sydney","Boxing","Boxing Men's Heavyweight",184.114130434783,90.4152644230769,25.0625
"4400",2000,"Sydney","Boxing","Boxing Men's Light-Flyweight",161.888888888889,48.3703703703704,22.7037037037037
"4401",2000,"Sydney","Boxing","Boxing Men's Light-Heavyweight",183.714285714286,80.7857142857143,24.5357142857143
"4402",2000,"Sydney","Boxing","Boxing Men's Light-Middleweight",178.982142857143,71.3214285714286,24.5357142857143
"4403",2000,"Sydney","Boxing","Boxing Men's Light-Welterweight",173,62.962962962963,24.2222222222222
"4404",2000,"Sydney","Boxing","Boxing Men's Lightweight",171.259573601304,60.5329273327828,23.7142857142857
"4405",2000,"Sydney","Boxing","Boxing Men's Middleweight",181.296296296296,75.4444444444444,23.6666666666667
"4406",2000,"Sydney","Boxing","Boxing Men's Super-Heavyweight",187.4375,95.9375,25.4375
"4407",2000,"Sydney","Boxing","Boxing Men's Welterweight",176,67.8148148148148,22.7037037037037
"4408",2000,"Sydney","Canoeing","Canoeing Men's Canadian Doubles, 1,000 metres",178.821428571429,79.3928571428571,27.3214285714286
"4409",2000,"Sydney","Canoeing","Canoeing Men's Canadian Doubles, 500 metres",180.166666666667,81.6,27.1333333333333
"4410",2000,"Sydney","Canoeing","Canoeing Men's Canadian Doubles, Slalom",175.75,72.5833333333333,26.625
"4411",2000,"Sydney","Canoeing","Canoeing Men's Canadian Singles, 1,000 metres",182.055555555556,83.6666666666667,27.2222222222222
"4412",2000,"Sydney","Canoeing","Canoeing Men's Canadian Singles, 500 metres",180.666666666667,83.2777777777778,26.5555555555556
"4413",2000,"Sydney","Canoeing","Canoeing Men's Canadian Singles, Slalom",178.5,73.5625,24.9375
"4414",2000,"Sydney","Canoeing","Canoeing Men's Kayak Doubles, 1,000 metres",184.5,83.6388888888889,25.3055555555556
"4415",2000,"Sydney","Canoeing","Canoeing Men's Kayak Doubles, 500 metres",184.578947368421,85.1315789473684,25.3157894736842
"4416",2000,"Sydney","Canoeing","Canoeing Men's Kayak Fours, 1,000 metres",186.576923076923,86.1538461538462,25.6730769230769
"4417",2000,"Sydney","Canoeing","Canoeing Men's Kayak Singles, 1,000 metres",184.387096774194,83.4838709677419,25.5161290322581
"4418",2000,"Sydney","Canoeing","Canoeing Men's Kayak Singles, 500 metres",185.096774193548,84.9677419354839,26.1612903225806
"4419",2000,"Sydney","Canoeing","Canoeing Men's Kayak Singles, Slalom",177.739130434783,73.2173913043478,26.8695652173913
"4420",2000,"Sydney","Canoeing","Canoeing Women's Kayak Doubles, 500 metres",171.346153846154,65.8076923076923,26.3461538461538
"4421",2000,"Sydney","Canoeing","Canoeing Women's Kayak Fours, 500 metres",172.15,67.35,25.5
"4422",2000,"Sydney","Canoeing","Canoeing Women's Kayak Singles, 500 metres",172.117647058824,66.2941176470588,27.3529411764706
"4423",2000,"Sydney","Canoeing","Canoeing Women's Kayak Singles, Slalom",168.15,60.2,26.1
"4424",2000,"Sydney","Cycling","Cycling Men's 1,000 metres Time Trial",180.436169721949,81.9092682888834,25.3125
"4425",2000,"Sydney","Cycling","Cycling Men's Individual Pursuit, 4,000 metres",183.941176470588,76.6470588235294,25.4117647058824
"4426",2000,"Sydney","Cycling","Cycling Men's Individual Time Trial",179.973684210526,70.5526315789474,28.1578947368421
"4427",2000,"Sydney","Cycling","Cycling Men's Keirin",179.5,86.35,28
"4428",2000,"Sydney","Cycling","Cycling Men's Madison",179.392857142857,71.0714285714286,29.2142857142857
"4429",2000,"Sydney","Cycling","Cycling Men's Mountainbike, Cross-Country",177.204081632653,66.4489795918367,27
"4430",2000,"Sydney","Cycling","Cycling Men's Points Race",177.869565217391,70.8695652173913,29.5217391304348
"4431",2000,"Sydney","Cycling","Cycling Men's Road Race, Individual",178.616883116883,69.7337662337662,27.8506493506494
"4432",2000,"Sydney","Cycling","Cycling Men's Sprint",177.315789473684,82.8947368421053,25.7894736842105
"4433",2000,"Sydney","Cycling","Cycling Men's Team Pursuit, 4,000 metres",182.294428723466,75.358440004382,25.9056603773585
"4434",2000,"Sydney","Cycling","Cycling Men's Team Sprint",179.027777777778,85.1111111111111,26.1944444444444
"4435",2000,"Sydney","Cycling","Cycling Women's 500 metres Time Trial",169.588235294118,69.7647058823529,25.7647058823529
"4436",2000,"Sydney","Cycling","Cycling Women's Individual Pursuit, 3,000 metres",168.666666666667,61.6666666666667,27.25
"4437",2000,"Sydney","Cycling","Cycling Women's Individual Time Trial",169.173913043478,57.304347826087,28.0869565217391
"4438",2000,"Sydney","Cycling","Cycling Women's Mountainbike, Cross-Country",167.233333333333,55.4666666666667,29.9666666666667
"4439",2000,"Sydney","Cycling","Cycling Women's Points Race",167.294117647059,59.5294117647059,27.7647058823529
"4440",2000,"Sydney","Cycling","Cycling Women's Road Race, Individual",169.365369946606,58.1867408906883,27.7719298245614
"4441",2000,"Sydney","Cycling","Cycling Women's Sprint",167.333333333333,69.1666666666667,25.25
"4442",2000,"Sydney","Diving","Diving Men's Platform",169.357142857143,63.1428571428571,21.4761904761905
"4443",2000,"Sydney","Diving","Diving Men's Springboard",171.795918367347,67.3061224489796,22.7551020408163
"4444",2000,"Sydney","Diving","Diving Men's Synchronized Platform",171.4375,65.0625,23.25
"4445",2000,"Sydney","Diving","Diving Men's Synchronized Springboard",172.5,68.3125,25.125
"4446",2000,"Sydney","Diving","Diving Women's Platform",161.375,52.625,21.65
"4447",2000,"Sydney","Diving","Diving Women's Springboard",162.418604651163,54.3953488372093,20.953488372093
"4448",2000,"Sydney","Diving","Diving Women's Synchronized Platform",164.0625,52,21.8125
"4449",2000,"Sydney","Diving","Diving Women's Synchronized Springboard",162.3125,53.1875,23.875
"4450",2000,"Sydney","Equestrianism","Equestrianism Mixed Dressage, Individual",173.765957446808,65.2553191489362,36.063829787234
"4451",2000,"Sydney","Equestrianism","Equestrianism Mixed Dressage, Team",175.228571428571,66.5142857142857,37.4571428571429
"4452",2000,"Sydney","Equestrianism","Equestrianism Mixed Jumping, Individual",174.932432432432,69.3378378378378,35.2297297297297
"4453",2000,"Sydney","Equestrianism","Equestrianism Mixed Jumping, Team",174.648148148148,68.7222222222222,36.1851851851852
"4454",2000,"Sydney","Equestrianism","Equestrianism Mixed Three-Day Event, Individual",172.578947368421,65.5263157894737,33.9473684210526
"4455",2000,"Sydney","Equestrianism","Equestrianism Mixed Three-Day Event, Team",173.744680851064,66.2340425531915,34.7872340425532
"4456",2000,"Sydney","Fencing","Fencing Men's epee, Individual",185.714285714286,80.4006858710562,29.6666666666667
"4457",2000,"Sydney","Fencing","Fencing Men's epee, Team",185.190944914346,80.2039324996233,29.4444444444444
"4458",2000,"Sydney","Fencing","Fencing Men's Foil, Individual",181.325,77.45,27.375
"4459",2000,"Sydney","Fencing","Fencing Men's Foil, Team",182.798017103565,78.2288496711678,27.6428571428571
"4460",2000,"Sydney","Fencing","Fencing Men's Sabre, Individual",181.717948717949,78.7435897435897,25.5128205128205
"4461",2000,"Sydney","Fencing","Fencing Men's Sabre, Team",182.078149296661,79.9469263597566,26.0333333333333
"4462",2000,"Sydney","Fencing","Fencing Women's epee, Individual",174.141317965422,63.3356719285058,26.5128205128205
"4463",2000,"Sydney","Fencing","Fencing Women's epee, Team",175.076923076923,63.6923076923077,27.1923076923077
"4464",2000,"Sydney","Fencing","Fencing Women's Foil, Individual",169.568062200957,61.1714199721201,26.025
"4465",2000,"Sydney","Fencing","Fencing Women's Foil, Team",171.862068965517,63.1379310344828,26.448275862069
"4466",2000,"Sydney","Football","Football Men's Football",178.971161826978,73.9592885347718,22.1348314606742
"4467",2000,"Sydney","Football","Football Women's Football",168.532258064516,61.6209677419355,24.8145161290323
"4468",2000,"Sydney","Gymnastics","Gymnastics Men's Floor Exercise",166.684210526316,63.0921052631579,22.8947368421053
"4469",2000,"Sydney","Gymnastics","Gymnastics Men's Horizontal Bar",166.974683544304,63.0759493670886,23.3417721518987
"4470",2000,"Sydney","Gymnastics","Gymnastics Men's Horse Vault",166.375,62.675,23.1875
"4471",2000,"Sydney","Gymnastics","Gymnastics Men's Individual All-Around",166.670103092784,62.6907216494845,23.3298969072165
"4472",2000,"Sydney","Gymnastics","Gymnastics Men's Parallel Bars",166.234567901235,62.5555555555556,23.3703703703704
"4473",2000,"Sydney","Gymnastics","Gymnastics Men's Pommelled Horse",166.5875,62.6375,23.4875
"4474",2000,"Sydney","Gymnastics","Gymnastics Men's Rings",166.333333333333,62.8589743589744,23.4487179487179
"4475",2000,"Sydney","Gymnastics","Gymnastics Men's Team All-Around",166.183098591549,61.9577464788732,23.2253521126761
"4476",2000,"Sydney","Gymnastics","Gymnastics Women's Balance Beam",153.632767111661,44.9467301351108,17.6463414634146
"4477",2000,"Sydney","Gymnastics","Gymnastics Women's Floor Exercise",153.882101427814,45.0704429011728,17.7590361445783
"4478",2000,"Sydney","Gymnastics","Gymnastics Women's Horse Vault",153.64540974415,45.0457947713969,17.702380952381
"4479",2000,"Sydney","Gymnastics","Gymnastics Women's Individual All-Around",153.746394485648,45.2828271786487,17.6494845360825
"4480",2000,"Sydney","Gymnastics","Gymnastics Women's Team All-Around",153.172225904276,44.742142171235,17.5277777777778
"4481",2000,"Sydney","Gymnastics","Gymnastics Women's Uneven Bars",154.180783888087,45.2450889944236,17.6666666666667
"4482",2000,"Sydney","Handball","Handball Men's Handball",189.864997048655,90.7663079839429,27.6723163841808
"4483",2000,"Sydney","Handball","Handball Women's Handball",174.630136986301,68.1712328767123,26.0821917808219
"4484",2000,"Sydney","Hockey","Hockey Men's Hockey",178.445230213752,75.9123089744207,25.6544502617801
"4485",2000,"Sydney","Hockey","Hockey Women's Hockey",167.459119496855,61.2893081761006,25.8867924528302
"4486",2000,"Sydney","Judo","Judo Men's Extra-Lightweight",165.135094715852,60.8012271133619,24.2058823529412
"4487",2000,"Sydney","Judo","Judo Men's Half-Heavyweight",186.885363064608,100.30303030303,26.1212121212121
"4488",2000,"Sydney","Judo","Judo Men's Half-Lightweight",169.142857142857,66.1571428571429,24.5428571428571
"4489",2000,"Sydney","Judo","Judo Men's Half-Middleweight",179.594594594595,81.5135135135135,25.5135135135135
"4490",2000,"Sydney","Judo","Judo Men's Heavyweight",189.421875,122.4375,27.28125
"4491",2000,"Sydney","Judo","Judo Men's Lightweight",173.730179028133,74.0588235294118,24.7352941176471
"4492",2000,"Sydney","Judo","Judo Men's Middleweight",183.46875,90.65625,25.375
"4493",2000,"Sydney","Judo","Judo Women's Extra-Lightweight",156.434782608696,48.195652173913,22.6086956521739
"4494",2000,"Sydney","Judo","Judo Women's Half-Heavyweight",173.130434782609,77.2173913043478,25.8695652173913
"4495",2000,"Sydney","Judo","Judo Women's Half-Lightweight",159.652173913043,52.7391304347826,23.9565217391304
"4496",2000,"Sydney","Judo","Judo Women's Half-Middleweight",165.590909090909,63.3181818181818,24.9545454545455
"4497",2000,"Sydney","Judo","Judo Women's Heavyweight",175.791666666667,104.916666666667,27
"4498",2000,"Sydney","Judo","Judo Women's Lightweight",162.826086956522,56.8260869565217,25.3913043478261
"4499",2000,"Sydney","Judo","Judo Women's Middleweight",170.869565217391,70.5,25.3478260869565
"4500",2000,"Sydney","Modern Pentathlon","Modern Pentathlon Men's Individual",181.708333333333,73.9166666666667,25.9583333333333
"4501",2000,"Sydney","Modern Pentathlon","Modern Pentathlon Women's Individual",169.875,58.4583333333333,26.5416666666667
"4502",2000,"Sydney","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Group",167.05,46.8333333333333,17.5166666666667
"4503",2000,"Sydney","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Individual",167.208333333333,46.1666666666667,19.4583333333333
"4504",2000,"Sydney","Rowing","Rowing Men's Coxed Eights",191.243902439024,89.4512195121951,26.4878048780488
"4505",2000,"Sydney","Rowing","Rowing Men's Coxless Fours",193.423076923077,92.8461538461538,26.4423076923077
"4506",2000,"Sydney","Rowing","Rowing Men's Coxless Pairs",194.266666666667,90.9666666666667,26.4333333333333
"4507",2000,"Sydney","Rowing","Rowing Men's Double Sculls",191.3125,89.03125,24.5
"4508",2000,"Sydney","Rowing","Rowing Men's Lightweight Coxless Fours",183.824561403509,72.4561403508772,26.9473684210526
"4509",2000,"Sydney","Rowing","Rowing Men's Lightweight Double Sculls",180.578947368421,71.6578947368421,27.1578947368421
"4510",2000,"Sydney","Rowing","Rowing Men's Quadruple Sculls",192.557692307692,91.1153846153846,26.5192307692308
"4511",2000,"Sydney","Rowing","Rowing Men's Single Sculls",188.583333333333,88.4166666666667,26.4583333333333
"4512",2000,"Sydney","Rowing","Rowing Women's Coxed Eights",178.428571428571,72.1904761904762,28.0952380952381
"4513",2000,"Sydney","Rowing","Rowing Women's Coxless Pairs",181.1,74.95,26.9
"4514",2000,"Sydney","Rowing","Rowing Women's Double Sculls",182.7,76.65,28.9
"4515",2000,"Sydney","Rowing","Rowing Women's Lightweight Double Sculls",170.5,58.4444444444444,25.9722222222222
"4516",2000,"Sydney","Rowing","Rowing Women's Quadruple Sculls",181.972222222222,76.0555555555556,26.3888888888889
"4517",2000,"Sydney","Rowing","Rowing Women's Single Sculls",178.578947368421,74,26.7368421052632
"4518",2000,"Sydney","Sailing","Sailing Men's One Person Dinghy",187.32,96.12,30.4
"4519",2000,"Sydney","Sailing","Sailing Men's Two Person Dinghy",177.913793103448,68.4396551724138,26.5862068965517
